階段15-下り,階段15-下降,
ゲート,門,
スイッチ,開関,
ボイススポット,语音现场,
エレベーター,昇降機,
オペレーター,操作台,
起動プログラム,起動程序,
コンパネ,控制面板,
帰還プログラム,帰還程序,
ハシゴ,梯子,
スタート地点,開始地点,
ボス扉,首领扉,
キューブ通路,立方体通路,
キューブステップ,立方体段階,
キューブ特殊,立方体特殊,
おまけ箱１,賞品箱１,
おまけ箱１－１,賞品箱１－１,
おまけ箱１－２,賞品箱１－２,
おまけ箱１－３,賞品箱１－３,
おまけ箱１－４,賞品箱１－４,
おまけ箱１－５,賞品箱１－５,
おまけ箱２,賞品箱２,
おまけ箱２－１,賞品箱２－１,
おまけ箱２－２,賞品箱２－２,
おまけ箱２－３,賞品箱２－３,
おまけ箱２－４,賞品箱２－４,
おまけ箱２－５,賞品箱２－５,
箱１プラズマ(白),箱１等离子区(白),
箱２プラズマ(白),箱２等离子区(白),
箱３プラズマ(白),箱３等离子区(白),
箱４プラズマ(白),箱４等离子区(白),
箱５プラズマ(白),箱５等离子区(白),
箱６プラズマ(白),箱６等离子区(白),
箱７プラズマ(白),箱７等离子区(白),
箱８プラズマ(白),箱８等离子区(白),
箱９プラズマ(白),箱９等离子区(白),
箱１０プラズマ(白),箱１０等离子区(白),
箱１１プラズマ(白),箱１１等离子区(白),
箱１２プラズマ(白),箱１２等离子区(白),
箱１３プラズマ(白),箱１３等离子区(白),
箱１４プラズマ(白),箱１４等离子区(白),
箱１５プラズマ(白),箱１５等离子区(白),
箱１６プラズマ(白),箱１６等离子区(白),
箱１７プラズマ(白),箱１７等离子区(白),
箱１８プラズマ(白),箱１８等离子区(白),
箱１９プラズマ(白),箱１９等离子区(白),
箱２０プラズマ(白),箱２０等离子区(白),
箱１プラズマ(青),箱１等离子区(青),
箱２プラズマ(青),箱２等离子区(青),
箱３プラズマ(青),箱３等离子区(青),
箱４プラズマ(青),箱４等离子区(青),
箱５プラズマ(青),箱５等离子区(青),
箱６プラズマ(青),箱６等离子区(青),
箱７プラズマ(青),箱７等离子区(青),
箱８プラズマ(青),箱８等离子区(青),
箱９プラズマ(青),箱９等离子区(青),
箱１０プラズマ(青),箱１０等离子区(青),
箱１１プラズマ(青),箱１１等离子区(青),
箱１２プラズマ(青),箱１２等离子区(青),
箱１３プラズマ(青),箱１３等离子区(青),
箱１４プラズマ(青),箱１４等离子区(青),
箱１５プラズマ(青),箱１５等离子区(青),
箱１６プラズマ(青),箱１６等离子区(青),
箱１７プラズマ(青),箱１７等离子区(青),
箱１８プラズマ(青),箱１８等离子区(青),
箱１９プラズマ(青),箱１９等离子区(青),
箱２０プラズマ(青),箱２０等离子区(青),
箱１プラズマ(赤),箱１等离子区(赤),
箱２プラズマ(赤),箱２等离子区(赤),
箱３プラズマ(赤),箱３等离子区(赤),
箱４プラズマ(赤),箱４等离子区(赤),
箱５プラズマ(赤),箱５等离子区(赤),
箱６プラズマ(赤),箱６等离子区(赤),
箱７プラズマ(赤),箱７等离子区(赤),
箱８プラズマ(赤),箱８等离子区(赤),
箱９プラズマ(赤),箱９等离子区(赤),
箱１０プラズマ(赤),箱１０等离子区(赤),
箱１１プラズマ(赤),箱１１等离子区(赤),
箱１２プラズマ(赤),箱１２等离子区(赤),
箱１３プラズマ(赤),箱１３等离子区(赤),
箱１４プラズマ(赤),箱１４等离子区(赤),
箱１５プラズマ(赤),箱１５等离子区(赤),
箱１６プラズマ(赤),箱１６等离子区(赤),
箱１７プラズマ(赤),箱１７等离子区(赤),
箱１８プラズマ(赤),箱１８等离子区(赤),
箱１９プラズマ(赤),箱１９等离子区(赤),
箱２０プラズマ(赤),箱２０等离子区(赤),
瘴気プラズマ１,瘴気等离子区１,
瘴気プラズマ２,瘴気等离子区２,
瘴気プラズマ３,瘴気等离子区３,
瘴気プラズマ４,瘴気等离子区４,
